carat,cut,color,clarity,depth,table,price,x,y,z,es_premium,categoria_precio,precio_por_quilate
0.37,Ideal,H,VVS1,61.4,55.0,815,4.64,4.67,2.86,True,Económico,2202.702702702703
0.37,Ideal,H,VVS1,61.9,54.0,815,4.63,4.65,2.87,True,Económico,2202.702702702703
0.37,Ideal,H,VVS1,62.0,53.0,815,4.63,4.66,2.88,True,Económico,2202.702702702703
0.31,Ideal,F,VVS1,62.3,54.0,815,4.38,4.39,2.73,True,Económico,2629.032258064516
0.31,Ideal,F,VVS1,62.0,55.0,815,4.33,4.35,2.69,True,Económico,2629.032258064516
0.29,Ideal,F,VVS1,61.7,55.0,815,4.25,4.28,2.63,True,Económico,2810.344827586207
0.4,Ideal,H,VS1,61.1,57.0,815,4.74,4.78,2.91,True,Económico,2037.5
0.29,Ideal,E,IF,61.9,57.0,815,4.25,4.29,2.64,True,Económico,2810.344827586207
0.38,Premium,D,SI1,59.1,58.0,815,4.77,4.74,2.81,True,Económico,2144.7368421052633
0.32,Very Good,E,VVS2,61.6,54.0,816,4.43,4.46,2.74,False,Económico,2550.0
0.34,Good,E,VS2,57.0,61.0,816,6.65,4.61,2.64,False,Económico,2400.0
0.32,Ideal,E,VVS2,61.2,56.0,816,4.39,4.43,2.7,True,Económico,2550.0
0.32,Ideal,E,VVS2,61.5,56.0,816,4.43,4.45,2.73,True,Económico,2550.0
0.32,Ideal,E,VVS2,62.2,53.0,816,4.39,4.42,2.74,True,Económico,2550.0
0.39,Ideal,G,VS2,62.0,57.0,816,4.68,4.74,2.92,True,Económico,2092.3076923076924
0.34,Ideal,E,VS1,62.2,54.2,816,4.44,4.47,2.78,True,Económico,2400.0
0.4,Good,G,VS2,59.6,63.0,816,4.77,4.81,2.85,False,Económico,2040.0
0.31,Premium,E,VS1,61.0,60.0,816,4.37,4.35,2.66,True,Económico,2632.2580645161293
0.31,Premium,E,VS1,61.9,56.0,816,4.37,4.32,2.69,True,Económico,2632.2580645161293
0.4,Premium,G,SI1,58.3,62.0,816,4.86,4.81,2.82,True,Económico,2040.0
0.31,Premium,D,VS2,62.5,52.0,816,4.4,4.37,2.74,True,Económico,2632.2580645161293
0.31,Premium,D,VS2,61.7,58.0,816,4.37,4.32,2.68,True,Económico,2632.2580645161293
0.34,Fair,F,VS2,64.7,55.0,816,4.52,4.41,2.89,False,Económico,2400.0
0.34,Ideal,E,VS2,59.8,56.0,816,4.55,4.54,2.72,True,Económico,2400.0
0.31,Ideal,D,VS2,62.1,55.0,816,4.38,4.32,2.7,True,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,62.5,57.0,816,4.31,4.36,2.71,True,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,62.5,55.0,816,4.33,4.34,2.71,True,Económico,2632.2580645161293
0.31,Ideal,H,IF,60.0,57.0,816,4.39,4.41,2.64,True,Económico,2632.2580645161293
0.31,Premium,E,VVS2,61.9,58.0,816,4.35,4.38,2.7,True,Económico,2632.2580645161293
0.31,Ideal,E,VVS2,61.0,56.0,816,4.39,4.43,2.69,True,Económico,2632.2580645161293
0.39,Ideal,I,VS1,62.5,54.0,816,4.67,4.7,2.92,True,Económico,2092.3076923076924
0.31,Very Good,G,VVS1,63.0,58.0,816,4.29,4.32,2.71,False,Económico,2632.2580645161293
0.31,Very Good,G,VVS1,62.5,57.0,816,4.3,4.4,2.72,False,Económico,2632.2580645161293
0.31,Very Good,G,VVS1,60.4,59.0,816,4.37,4.41,2.65,False,Económico,2632.2580645161293
0.31,Good,G,VVS1,63.5,57.0,816,4.3,4.33,2.74,False,Económico,2632.2580645161293
0.31,Ideal,E,VVS2,61.7,56.0,816,4.33,4.36,2.68,True,Económico,2632.2580645161293
0.31,Premium,G,VVS1,61.1,58.0,816,4.32,4.35,2.65,True,Económico,2632.2580645161293
0.31,Ideal,E,VVS2,61.6,57.0,816,4.33,4.37,2.68,True,Económico,2632.2580645161293
0.31,Very Good,E,VVS2,60.8,55.0,816,4.38,4.43,2.68,False,Económico,2632.2580645161293
0.31,Ideal,H,IF,61.8,56.0,816,4.36,4.38,2.7,True,Económico,2632.2580645161293
0.31,Premium,G,VVS1,60.7,58.0,816,4.37,4.4,2.66,True,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,61.9,55.0,816,4.3,4.36,2.68,True,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,61.2,56.0,816,4.34,4.38,2.67,True,Económico,2632.2580645161293
0.31,Premium,E,VVS2,61.4,58.0,816,4.33,4.36,2.67,True,Económico,2632.2580645161293
0.31,Premium,E,VVS2,61.3,60.0,816,4.33,4.35,2.66,True,Económico,2632.2580645161293
0.31,Ideal,E,VVS2,60.8,57.0,816,4.36,4.39,2.66,True,Económico,2632.2580645161293
0.31,Very Good,G,VVS1,59.9,62.0,816,4.35,4.37,2.61,False,Económico,2632.2580645161293
0.31,Premium,G,VVS1,62.1,59.0,816,4.34,4.39,2.71,True,Económico,2632.2580645161293
0.31,Good,G,VVS1,63.4,57.0,816,4.32,4.36,2.75,False,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,59.5,56.0,816,4.41,4.43,2.63,True,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,60.6,57.0,816,4.38,4.4,2.66,True,Económico,2632.2580645161293
0.31,Premium,G,VVS1,62.2,59.0,816,4.3,4.32,2.68,True,Económico,2632.2580645161293
0.31,Premium,H,IF,61.0,58.0,816,4.34,4.38,2.66,True,Económico,2632.2580645161293
0.31,Good,G,VVS1,63.1,56.0,816,4.33,4.35,2.74,False,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,61.6,56.0,816,4.35,4.39,2.69,True,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,60.8,56.0,816,4.36,4.39,2.66,True,Económico,2632.2580645161293
0.31,Very Good,G,VVS1,62.1,59.0,816,4.32,4.35,2.69,False,Económico,2632.2580645161293
0.31,Premium,G,VVS1,61.2,59.0,816,4.32,4.34,2.65,True,Económico,2632.2580645161293
0.31,Premium,G,VVS1,61.4,58.0,816,4.32,4.35,2.66,True,Económico,2632.2580645161293
0.31,Premium,E,VVS2,60.4,59.0,816,4.34,4.37,2.63,True,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,61.7,57.0,816,4.34,4.38,2.69,True,Económico,2632.2580645161293
0.31,Premium,G,VVS1,59.5,60.0,816,4.39,4.41,2.62,True,Económico,2632.2580645161293
0.31,Premium,G,VVS1,60.5,60.0,816,4.33,4.4,2.64,True,Económico,2632.2580645161293
0.31,Very Good,G,VVS1,62.8,53.0,816,4.34,4.36,2.73,False,Económico,2632.2580645161293
0.31,Very Good,G,VVS1,62.6,61.0,816,4.28,4.31,2.69,False,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,62.5,54.0,816,4.33,4.37,2.72,True,Económico,2632.2580645161293
0.31,Ideal,H,IF,62.1,54.0,816,4.33,4.37,2.7,True,Económico,2632.2580645161293
0.31,Premium,H,IF,61.7,58.0,816,4.33,4.36,2.68,True,Económico,2632.2580645161293
0.31,Ideal,E,VVS2,61.6,55.0,816,4.35,4.38,2.69,True,Económico,2632.2580645161293
0.31,Premium,G,VVS1,60.2,59.0,816,4.38,4.43,2.65,True,Económico,2632.2580645161293
0.31,Ideal,G,VVS1,60.7,57.0,816,4.37,4.4,2.66,True,Económico,2632.2580645161293
0.31,Very Good,E,VVS2,61.4,60.0,816,4.34,4.36,2.67,False,Económico,2632.2580645161293
0.39,Very Good,I,VVS2,62.7,58.0,817,4.65,4.67,2.92,False,Económico,2094.871794871795
0.36,Ideal,F,VVS2,61.4,56.0,817,4.58,4.61,2.82,True,Económico,2269.4444444444443
0.25,Ideal,F,VVS1,61.3,58.0,817,4.04,4.08,2.49,True,Económico,3268.0
0.38,Ideal,G,VS1,62.3,55.0,817,4.63,4.68,2.9,True,Económico,2150.0
0.36,Ideal,E,VS1,61.8,56.0,817,4.55,4.58,2.82,True,Económico,2269.4444444444443
0.3,Ideal,D,VS1,61.9,54.1,817,4.28,4.33,2.67,True,Económico,2723.3333333333335
0.37,Premium,G,VS1,58.4,59.0,817,4.76,4.69,2.76,True,Económico,2208.1081081081084
0.43,Very Good,G,VS1,58.4,60.0,817,4.95,4.98,2.9,False,Económico,1900.0
0.38,Very Good,D,VS2,58.5,59.0,818,4.76,4.82,2.8,False,Económico,2152.6315789473683
0.43,Ideal,G,SI1,61.7,55.0,818,4.89,4.87,3.01,True,Económico,1902.3255813953488
0.41,Premium,E,SI2,59.5,62.0,818,4.84,4.8,2.87,True,Económico,1995.1219512195123
0.41,Ideal,E,SI2,63.0,57.0,818,4.73,4.7,2.97,True,Económico,1995.1219512195123
0.41,Very Good,E,SI2,63.4,58.0,818,4.75,4.71,3.0,False,Económico,1995.1219512195123
0.41,Premium,E,SI2,62.8,58.0,818,4.73,4.69,2.96,True,Económico,1995.1219512195123
0.41,Very Good,E,SI2,63.3,56.0,818,4.73,4.69,2.98,False,Económico,1995.1219512195123
0.41,Very Good,E,SI2,63.5,55.0,818,4.73,4.69,2.99,False,Económico,1995.1219512195123
0.41,Very Good,E,SI2,63.2,58.0,818,4.72,4.68,2.97,False,Económico,1995.1219512195123
0.41,Good,E,SI2,63.8,57.0,818,4.75,4.68,3.01,False,Económico,1995.1219512195123
0.41,Premium,D,SI2,62.3,61.0,818,4.75,4.72,2.95,True,Económico,1995.1219512195123
0.41,Very Good,D,SI2,63.1,54.0,818,4.75,4.72,2.99,False,Económico,1995.1219512195123
0.41,Fair,E,SI2,64.7,55.0,818,4.7,4.67,3.03,False,Económico,1995.1219512195123
0.37,Very Good,E,VS1,62.8,55.0,818,4.61,4.63,2.9,False,Económico,2210.810810810811
0.37,Good,E,VS1,63.3,56.0,818,4.58,4.61,2.91,False,Económico,2210.810810810811
0.4,Very Good,H,VS1,61.3,59.0,818,4.79,4.74,2.92,False,Económico,2045.0
0.34,Very Good,E,VVS2,61.6,58.0,819,4.5,4.53,2.78,False,Económico,2408.8235294117644
0.34,Very Good,G,VVS1,61.7,56.0,819,4.49,4.51,2.78,False,Económico,2408.8235294117644
0.34,Very Good,G,VVS1,60.9,57.0,819,4.53,4.56,2.76,False,Económico,2408.8235294117644
0.36,Ideal,F,VS1,61.6,56.0,819,4.62,4.64,2.85,True,Económico,2275.0
0.3,Premium,G,VVS2,60.4,60.0,819,4.34,4.3,2.61,True,Económico,2730.0
0.3,Very Good,H,VVS1,63.1,54.0,819,4.34,4.28,2.72,False,Económico,2730.0
0.3,Premium,H,VVS1,61.1,61.0,819,4.3,4.27,2.62,True,Económico,2730.0
0.3,Ideal,H,VVS1,62.6,56.0,819,4.28,4.25,2.67,True,Económico,2730.0
0.3,Very Good,G,VVS2,59.7,63.0,819,4.37,4.34,2.6,False,Económico,2730.0
0.3,Ideal,G,VVS2,62.2,54.0,819,4.33,4.29,2.68,True,Económico,2730.0
0.3,Ideal,G,VVS2,62.9,55.0,819,4.31,4.28,2.7,True,Económico,2730.0
0.3,Premium,G,VVS2,62.9,58.0,819,4.29,4.26,2.69,True,Económico,2730.0
0.3,Fair,G,VVS2,64.4,58.0,819,4.21,4.17,2.7,False,Económico,2730.0
0.4,Ideal,G,VS1,62.3,57.0,819,4.68,4.73,2.93,True,Económico,2047.5
0.37,Very Good,D,VS1,61.1,58.0,820,4.66,4.7,2.86,False,Económico,2216.2162162162163
0.35,Ideal,G,VVS2,61.8,55.0,820,4.53,4.56,2.81,True,Económico,2342.857142857143
0.39,Ideal,I,VVS1,62.5,53.1,820,4.68,4.7,2.93,True,Económico,2102.5641025641025
0.33,Ideal,G,VVS1,61.4,55.0,820,4.46,4.48,2.74,True,Económico,2484.8484848484845
0.33,Ideal,G,VVS1,62.4,56.0,820,4.41,4.45,2.76,True,Económico,2484.8484848484845
0.4,Ideal,J,SI1,61.2,56.0,820,4.77,4.81,2.93,True,Económico,2050.0
0.33,Ideal,H,IF,61.6,55.0,820,4.44,4.47,2.74,True,Económico,2484.8484848484845
0.4,Good,G,VS1,59.6,61.0,820,4.8,4.86,2.88,False,Económico,2050.0
0.27,Premium,F,IF,61.7,57.0,820,4.21,4.12,2.57,True,Económico,3037.037037037037
0.36,Very Good,G,VS1,60.7,57.1,821,4.57,4.65,2.79,False,Económico,2280.5555555555557
0.32,Ideal,H,VVS1,61.3,57.0,821,4.41,4.43,2.71,True,Económico,2565.625
0.31,Ideal,F,VS1,61.2,56.0,821,4.4,4.42,2.7,True,Económico,2648.3870967741937
0.31,Ideal,F,VS1,61.4,55.0,821,4.39,4.4,2.7,True,Económico,2648.3870967741937
0.31,Ideal,F,IF,62.3,57.0,821,4.25,4.29,2.66,True,Económico,2648.3870967741937
0.4,Premium,E,SI2,60.5,59.0,821,4.78,4.74,2.88,True,Económico,2052.5
0.34,Premium,G,VS1,62.2,55.0,821,4.52,4.48,2.8,True,Económico,2414.705882352941
0.36,Very Good,G,VVS1,62.8,57.0,821,4.52,4.55,2.85,False,Económico,2280.5555555555557
0.39,Ideal,F,VS2,60.0,57.0,821,4.7,4.76,2.84,True,Económico,2105.128205128205
0.39,Very Good,F,VS2,58.8,59.0,821,4.8,4.83,2.83,False,Económico,2105.128205128205
0.36,Ideal,G,VVS2,62.3,56.0,821,4.53,4.56,2.83,True,Económico,2280.5555555555557
0.39,Premium,I,VVS1,61.5,59.0,821,4.67,4.7,2.88,True,Económico,2105.128205128205
0.39,Very Good,F,VS2,62.4,58.0,821,4.61,4.65,2.89,False,Económico,2105.128205128205
0.39,Very Good,F,VS2,58.4,62.0,821,4.76,4.79,2.79,False,Económico,2105.128205128205
0.36,Ideal,H,VVS1,62.3,56.0,821,4.54,4.57,2.84,True,Económico,2280.5555555555557
0.36,Very Good,G,VVS2,61.9,58.0,821,4.54,4.6,2.83,False,Económico,2280.5555555555557
0.4,Very Good,G,VS1,61.8,58.0,822,4.69,4.72,2.91,False,Económico,2055.0
0.38,Ideal,F,VS2,61.3,57.0,822,4.65,4.68,2.86,True,Económico,2163.157894736842
0.33,Ideal,D,VS2,61.1,56.0,822,4.5,4.54,2.76,True,Económico,2490.909090909091
0.41,Very Good,G,VS1,60.5,56.0,823,4.83,4.85,2.93,False,Económico,2007.3170731707319
0.39,Premium,F,SI1,60.1,59.0,823,4.77,4.74,2.86,True,Económico,2110.25641025641
0.37,Ideal,D,SI1,61.1,57.0,823,4.63,4.64,2.83,True,Económico,2224.324324324324
0.4,Good,H,VVS2,59.1,61.0,823,4.79,4.82,2.84,False,Económico,2057.5
0.42,Ideal,G,VS1,61.0,56.0,823,4.82,4.86,2.95,True,Económico,1959.5238095238096
0.42,Ideal,H,VVS2,62.0,57.0,823,4.79,4.82,2.98,True,Económico,1959.5238095238096
0.33,Ideal,F,VVS2,61.1,55.0,824,4.46,4.48,2.73,True,Económico,2496.969696969697
0.33,Ideal,F,VVS2,60.7,57.0,824,4.48,4.51,2.73,True,Económico,2496.969696969697
0.33,Ideal,F,VVS2,61.4,57.0,824,4.43,4.46,2.73,True,Económico,2496.969696969697
0.36,Ideal,I,VVS1,61.7,56.0,824,4.59,4.62,2.84,True,Económico,2288.888888888889
0.41,Ideal,I,VS1,61.9,55.0,824,4.79,4.81,2.97,True,Económico,2009.7560975609758
0.41,Ideal,F,SI1,61.4,56.0,824,4.77,4.8,2.94,True,Económico,2009.7560975609758
0.41,Ideal,E,SI1,61.2,55.0,824,4.8,4.84,2.95,True,Económico,2009.7560975609758
0.31,Ideal,G,VS1,61.0,56.0,824,4.4,4.35,2.67,True,Económico,2658.064516129032
0.34,Very Good,F,VVS2,61.9,57.0,825,4.48,4.52,2.78,False,Económico,2426.470588235294
0.34,Very Good,F,VVS2,61.0,56.0,825,4.51,4.53,2.76,False,Económico,2426.470588235294
0.36,Very Good,F,VS1,59.9,58.6,825,4.62,4.66,2.77,False,Económico,2291.666666666667
0.36,Very Good,F,VS1,60.1,59.0,825,4.62,4.66,2.78,False,Económico,2291.666666666667
0.4,Ideal,G,VS2,60.9,58.0,825,4.76,4.79,2.91,True,Económico,2062.5
0.45,Ideal,I,VS1,61.6,54.0,825,4.95,4.99,3.06,True,Económico,1833.3333333333333
0.45,Ideal,I,VS1,61.9,54.0,825,4.95,4.97,3.07,True,Económico,1833.3333333333333
0.45,Ideal,I,VS1,62.1,55.0,825,4.9,4.92,3.05,True,Económico,1833.3333333333333
0.32,Ideal,E,VS1,61.5,55.0,825,4.43,4.45,2.73,True,Económico,2578.125
0.32,Ideal,E,VS1,61.8,56.0,825,4.4,4.43,2.73,True,Económico,2578.125
0.32,Ideal,E,VS1,61.0,54.0,825,4.44,4.46,2.72,True,Económico,2578.125
0.32,Ideal,E,VS1,61.1,55.0,825,4.44,4.46,2.72,True,Económico,2578.125
0.32,Ideal,E,VS1,62.3,54.0,825,4.37,4.4,2.73,True,Económico,2578.125
0.28,Ideal,F,IF,62.0,53.0,825,4.23,4.29,2.64,True,Económico,2946.428571428571
0.3,Good,D,VVS1,63.3,61.0,825,4.21,4.23,2.67,False,Económico,2750.0
0.37,Good,D,VS1,62.1,54.0,825,4.67,4.73,2.92,False,Económico,2229.7297297297296
0.42,Premium,D,VS2,61.3,58.0,825,4.8,4.83,2.95,True,Económico,1964.2857142857144
0.34,Ideal,E,VVS2,62.3,55.0,826,4.49,4.53,2.81,True,Económico,2429.411764705882
0.3,Ideal,E,VVS1,59.5,60.0,826,4.36,4.38,2.6,True,Económico,2753.3333333333335
0.3,Ideal,E,VVS1,60.0,60.0,826,4.37,4.39,2.63,True,Económico,2753.3333333333335
0.3,Ideal,E,VVS1,62.4,55.0,826,4.32,4.34,2.7,True,Económico,2753.3333333333335
0.3,Ideal,E,VVS1,62.6,54.0,826,4.28,4.31,2.69,True,Económico,2753.3333333333335
0.3,Ideal,E,VVS1,62.3,55.0,826,4.29,4.32,2.68,True,Económico,2753.3333333333335
0.4,Ideal,I,VS1,60.9,56.0,826,4.76,4.8,2.91,True,Económico,2065.0
0.3,Ideal,G,IF,62.6,54.0,826,4.3,4.33,2.7,True,Económico,2753.3333333333335
0.34,Good,G,VVS2,58.0,61.0,826,4.56,4.58,2.65,False,Económico,2429.411764705882
0.32,Premium,H,SI1,60.9,60.0,461,4.4,4.43,2.69,True,Económico,1440.625
0.32,Good,H,SI1,63.5,57.0,461,4.34,4.39,2.77,False,Económico,1440.625
0.32,Very Good,H,SI1,61.8,56.0,461,4.4,4.43,2.73,False,Económico,1440.625
0.32,Good,H,SI1,63.4,55.0,461,4.36,4.38,2.77,False,Económico,1440.625
0.28,Very Good,I,VS1,60.9,57.0,462,4.22,4.25,2.58,False,Económico,1649.9999999999998
0.26,Ideal,H,VS1,62.2,55.0,462,4.06,4.11,2.54,True,Económico,1776.923076923077
0.28,Ideal,H,VS1,62.2,54.0,462,4.19,4.23,2.62,True,Económico,1649.9999999999998
0.23,Good,F,VVS2,61.2,62.0,462,3.95,3.99,2.43,False,Económico,2008.695652173913
0.25,Good,D,VVS2,64.6,56.0,462,3.97,3.99,2.57,False,Económico,1848.0
0.23,Good,E,VVS1,62.8,62.0,462,3.9,3.93,2.46,False,Económico,2008.695652173913
0.31,Very Good,G,SI1,61.5,59.0,462,4.34,4.38,2.68,False,Económico,1490.3225806451612
0.31,Premium,G,SI1,62.1,58.0,462,4.33,4.36,2.7,True,Económico,1490.3225806451612
0.31,Good,D,SI2,63.7,58.0,462,4.27,4.3,2.73,False,Económico,1490.3225806451612
0.31,Very Good,D,SI2,61.8,60.0,462,4.33,4.37,2.69,False,Económico,1490.3225806451612
0.31,Very Good,D,SI2,62.9,54.0,462,4.3,4.35,2.72,False,Económico,1490.3225806451612
0.31,Very Good,D,SI2,62.8,53.0,462,4.35,4.37,2.74,False,Económico,1490.3225806451612
0.31,Good,D,SI2,63.6,54.0,462,4.31,4.34,2.75,False,Económico,1490.3225806451612
0.31,Very Good,G,SI1,62.8,55.0,462,4.32,4.38,2.73,False,Económico,1490.3225806451612
0.31,Ideal,G,SI1,62.2,55.0,462,4.36,4.38,2.72,True,Económico,1490.3225806451612
0.31,Premium,G,SI1,61.8,60.0,462,4.32,4.35,2.68,True,Económico,1490.3225806451612
0.31,Very Good,D,SI2,62.5,55.0,462,4.3,4.34,2.7,False,Económico,1490.3225806451612
0.31,Very Good,D,SI2,62.7,59.0,462,4.3,4.35,2.71,False,Económico,1490.3225806451612
0.31,Premium,D,SI2,62.1,59.0,462,4.31,4.35,2.69,True,Económico,1490.3225806451612
0.31,Premium,D,SI2,60.1,58.0,462,4.38,4.4,2.64,True,Económico,1490.3225806451612
0.31,Very Good,G,SI1,63.0,58.0,462,4.3,4.34,2.72,False,Económico,1490.3225806451612
0.31,Premium,D,SI2,60.1,60.0,462,4.38,4.41,2.64,True,Económico,1490.3225806451612
0.31,Good,G,SI1,63.2,54.0,462,4.31,4.33,2.73,False,Económico,1490.3225806451612
0.31,Ideal,D,SI2,62.1,57.0,462,4.32,4.34,2.69,True,Económico,1490.3225806451612
0.31,Good,G,SI1,63.6,57.0,462,4.29,4.33,2.74,False,Económico,1490.3225806451612
0.31,Ideal,G,SI1,62.2,55.0,462,4.35,4.36,2.71,True,Económico,1490.3225806451612
0.31,Good,E,VVS1,59.0,59.0,826,4.4,4.42,2.6,False,Económico,2664.516129032258
0.51,Premium,E,I1,58.0,60.0,826,5.29,5.23,3.05,True,Económico,1619.6078431372548
0.4,Good,F,VS2,63.4,54.4,826,4.68,4.73,2.99,False,Económico,2065.0
0.31,Very Good,D,VVS1,61.1,56.0,826,4.35,4.42,2.68,False,Económico,2664.516129032258
0.38,Very Good,J,IF,60.9,61.0,827,4.66,4.73,2.86,False,Económico,2176.315789473684
0.33,Ideal,H,VVS2,61.3,56.0,827,4.43,4.47,2.73,True,Económico,2506.060606060606
0.28,Ideal,D,VVS2,61.1,55.0,827,4.23,4.28,2.6,True,Económico,2953.5714285714284
0.4,Good,D,VS2,61.2,62.0,827,4.7,4.75,2.89,False,Económico,2067.5
0.41,Good,F,VS1,64.4,57.0,827,4.67,4.71,3.02,False,Económico,2017.0731707317075
0.41,Good,E,VS1,62.8,58.0,827,4.67,4.7,2.94,False,Económico,2017.0731707317075
0.35,Very Good,D,SI1,63.3,57.0,827,4.53,4.51,2.86,False,Económico,2362.857142857143
0.35,Ideal,D,SI1,62.3,55.0,827,4.56,4.52,2.83,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,60.7,57.0,827,4.57,4.53,2.76,True,Económico,2362.857142857143
0.35,Premium,D,SI1,60.2,57.0,827,4.61,4.56,2.76,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,61.6,57.0,827,4.55,4.54,2.8,True,Económico,2362.857142857143
0.35,Premium,D,SI1,61.8,59.0,827,4.56,4.54,2.81,True,Económico,2362.857142857143
0.35,Premium,D,SI1,61.0,60.0,827,4.58,4.54,2.78,True,Económico,2362.857142857143
0.35,Premium,D,SI1,60.1,61.0,827,4.59,4.56,2.75,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,60.8,55.0,827,4.59,4.56,2.78,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,61.6,55.0,827,4.56,4.53,2.8,True,Económico,2362.857142857143
0.35,Premium,D,SI1,62.1,58.0,827,4.54,4.51,2.81,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,62.3,55.0,827,4.54,4.51,2.82,True,Económico,2362.857142857143
0.35,Premium,D,SI1,60.9,58.0,827,4.55,4.52,2.76,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,62.3,57.0,827,4.52,4.5,2.81,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,61.6,56.0,827,4.53,4.49,2.78,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,62.7,56.0,827,4.51,4.49,2.82,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,63.0,57.0,827,4.52,4.46,2.83,True,Económico,2362.857142857143
0.35,Ideal,D,SI1,61.3,57.0,827,4.57,4.54,2.79,True,Económico,2362.857142857143
0.38,Ideal,F,SI2,60.6,56.0,827,4.73,4.7,2.86,True,Económico,2176.315789473684
0.5,Fair,F,I1,57.5,66.0,827,5.3,5.17,3.01,False,Económico,1654.0
0.41,Ideal,I,VVS2,61.6,57.0,827,4.76,4.78,2.94,True,Económico,2017.0731707317075
0.41,Very Good,G,VS2,60.9,61.0,827,4.74,4.75,2.89,False,Económico,2017.0731707317075
0.41,Good,I,VVS2,63.5,57.0,827,4.72,4.76,3.01,False,Económico,2017.0731707317075
0.41,Very Good,G,VS2,59.8,61.0,827,4.78,4.82,2.87,False,Económico,2017.0731707317075
0.32,Ideal,F,VVS1,61.1,56.0,827,4.42,4.45,2.71,True,Económico,2584.375
0.41,Premium,G,VS2,59.8,58.0,827,4.8,4.84,2.88,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,59.2,58.0,827,4.8,4.83,2.85,True,Económico,2017.0731707317075
0.41,Ideal,G,VS2,61.4,54.0,827,4.77,4.84,2.95,True,Económico,2017.0731707317075
0.41,Ideal,G,VS2,62.1,57.0,827,4.72,4.78,2.95,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,60.8,59.0,827,4.78,4.8,2.91,True,Económico,2017.0731707317075
0.41,Premium,I,VVS2,62.4,60.0,827,4.7,4.73,2.94,True,Económico,2017.0731707317075
0.41,Very Good,G,VS2,59.9,59.0,827,4.82,4.86,2.9,False,Económico,2017.0731707317075
0.41,Premium,G,VS2,59.7,59.0,827,4.81,4.84,2.88,True,Económico,2017.0731707317075
0.41,Ideal,H,VS1,62.7,56.0,827,4.73,4.77,2.98,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,62.4,58.0,827,4.72,4.76,2.96,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,62.6,58.0,827,4.71,4.74,2.96,True,Económico,2017.0731707317075
0.41,Ideal,G,VS2,62.7,56.0,827,4.71,4.76,2.97,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,61.8,59.0,827,4.72,4.76,2.93,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,61.4,59.0,827,4.75,4.79,2.93,True,Económico,2017.0731707317075
0.41,Ideal,G,VS2,62.4,55.0,827,4.73,4.76,2.96,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,60.9,58.0,827,4.8,4.83,2.93,True,Económico,2017.0731707317075
0.41,Ideal,G,VS2,62.7,55.0,827,4.75,4.79,2.99,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,61.9,59.0,827,4.73,4.77,2.94,True,Económico,2017.0731707317075
0.41,Ideal,G,VS2,59.8,57.0,827,4.81,4.85,2.89,True,Económico,2017.0731707317075
0.41,Very Good,G,VS2,61.0,56.0,827,4.81,4.83,2.94,False,Económico,2017.0731707317075
0.41,Premium,G,VS2,62.6,59.0,827,4.73,4.76,2.97,True,Económico,2017.0731707317075
0.41,Premium,G,VS2,61.5,58.0,827,4.8,4.82,2.96,True,Económico,2017.0731707317075
0.41,Good,I,VVS2,63.9,55.0,827,4.71,4.74,3.02,False,Económico,2017.0731707317075
0.41,Ideal,G,VS2,62.7,56.0,827,4.74,4.77,2.98,True,Económico,2017.0731707317075
0.41,Good,J,IF,63.5,54.0,827,4.7,4.75,3.0,False,Económico,2017.0731707317075
0.41,Very Good,I,VVS2,62.9,58.0,827,4.71,4.74,2.97,False,Económico,2017.0731707317075
0.41,Very Good,G,VS2,62.9,59.0,827,4.7,4.75,2.97,False,Económico,2017.0731707317075
0.41,Ideal,G,VS2,60.9,57.0,827,4.79,4.84,2.93,True,Económico,2017.0731707317075
0.41,Ideal,G,VS2,62.4,54.0,827,4.78,4.81,2.99,True,Económico,2017.0731707317075
0.41,Ideal,H,VS1,61.9,56.0,827,4.75,4.78,2.95,True,Económico,2017.0731707317075
